1, 107.3
2, 105.3
3, 87.7
4, 86.3
5, 96.5
6, 91.8
7, 96.3
8, 106.0
9, 90.7
10, 91.3
11, 88.3
12, 95.3
13, 94.0
14, 89.4
15, 93.3
16, 94.2
17, 90.4
18, 92.6
19, 96.4
20, 93.0
21, 89.5
22, 92.1
23, 88.3
24, 94.1
25, 91.9
26, 89.3
27, 88.5
28, 89.5
29, 86.5
30, 93.1
31, 99.2
32, 93.5
33, 93.2
34, 89.7
35, 101.1
36, 92.8
37, 89.6
38, 87.6
39, 87.7
40, 90.7
41, 90.8
42, 87.5
43, 88.9
44, 89.0
45, 91.4
46, 97.1
47, 90.1
48, 95.9
49, 92.9
50, 91.1
51, 89.9
52, 94.0
53, 94.4
54, 90.1
55, 92.4
56, 92.7
57, 89.9
58, 92.8
59, 92.1
60, 92.0
61, 90.5
62, 91.3
63, 89.9
64, 88.6
65, 89.6
66, 88.7
67, 90.1
68, 90.1
69, 88.7
70, 94.4
71, 88.8
72, 92.8
73, 91.8
74, 91.0
75, 89.2
76, 92.1
77, 86.6
78, 89.8
79, 90.1
80, 91.9
81, 94.7
82, 90.5
83, 89.4
84, 87.8
85, 87.6
86, 90.4
87, 94.6
88, 97.1
89, 91.1
90, 86.1
91, 89.3
92, 90.0
93, 90.1
94, 90.7
95, 98.1
96, 97.9
97, 87.4
98, 88.8
99, 90.7
100, 89.1
