1, 101.1
2, 97.7
3, 89.3
4, 89.1
5, 90.0
6, 93.1
7, 90.5
8, 91.0
9, 93.6
10, 89.3
11, 92.3
12, 95.1
13, 97.4
14, 94.9
15, 98.6
16, 101.3
17, 100.0
18, 101.6
19, 111.1
20, 104.0
21, 102.4
22, 105.4
23, 103.8
24, 111.4
25, 112.3
26, 109.5
27, 108.4
28, 106.4
29, 111.8
30, 120.2
31, 114.0
32, 113.1
33, 116.6
34, 114.8
35, 118.4
36, 119.8
37, 118.5
38, 120.8
39, 117.5
40, 121.4
41, 121.5
42, 119.1
43, 121.9
44, 120.8
45, 124.6
46, 125.5
47, 129.4
48, 131.2
49, 130.9
50, 139.4
51, 133.3
52, 130.5
53, 135.8
54, 132.4
55, 135.7
56, 140.1
57, 139.1
58, 137.7
59, 140.9
60, 138.3
61, 145.0
62, 145.5
63, 144.3
64, 154.9
65, 148.8
66, 148.9
67, 148.2
68, 153.5
69, 152.1
70, 144.2
71, 155.2
72, 155.6
73, 150.9
74, 153.9
75, 157.1
76, 156.7
77, 156.1
78, 160.4
79, 163.1
80, 160.0
81, 162.8
82, 163.3
83, 163.4
84, 163.1
85, 164.0
86, 169.2
87, 171.4
88, 167.7
89, 165.2
90, 167.7
91, 167.1
92, 174.9
93, 172.2
94, 176.8
95, 176.5
96, 182.0
97, 181.1
98, 180.9
99, 177.0
100, 181.2
