1, 33.2
2, 15.3
3, 14.7
4, 18.1
5, 17.5
6, 20.3
7, 18.2
8, 17.6
9, 18.8
10, 16.8
11, 16.5
12, 17.2
13, 18.0
14, 17.0
15, 19.5
16, 18.4
17, 20.8
18, 20.2
19, 19.0
20, 20.5
21, 15.8
22, 16.1
23, 18.1
24, 18.5
25, 18.9
26, 17.1
27, 17.7
28, 19.5
29, 17.1
30, 20.7
31, 20.5
32, 18.8
33, 19.2
34, 20.9
35, 18.0
36, 19.0
37, 19.2
38, 19.8
39, 18.1
40, 17.4
41, 11.1
42, 19.5
43, 18.6
44, 20.5
45, 17.5
46, 19.9
47, 18.8
48, 24.9
49, 22.7
50, 19.0
51, 20.7
52, 19.4
53, 21.6
54, 18.9
55, 19.0
56, 19.3
57, 21.3
58, 20.7
59, 19.4
60, 19.4
61, 18.6
62, 22.4
63, 16.9
64, 17.9
65, 18.5
66, 19.5
67, 17.6
68, 19.1
69, 21.5
70, 18.6
71, 21.8
72, 20.4
73, 18.8
74, 18.7
75, 18.0
76, 23.1
77, 20.0
78, 18.7
79, 22.2
80, 17.7
81, 19.4
82, 18.6
83, 21.9
84, 18.7
85, 20.3
86, 19.4
87, 7.0
88, 10.7
89, 9.1
90, 22.8
91, 8.2
92, 10.0
93, 24.1
94, 7.6
95, 20.9
96, 19.9
97, 22.0
98, 21.0
99, 8.2
100, 23.1
