1, 113.2
2, 85.0
3, 86.4
4, 94.2
5, 95.9
6, 101.5
7, 104.8
8, 106.6
9, 112.5
10, 112.0
11, 116.5
12, 148.4
13, 153.9
14, 158.6
15, 169.2
16, 181.0
17, 188.6
18, 193.5
19, 218.3
20, 215.4
21, 218.7
22, 223.0
23, 218.5
24, 241.8
25, 258.9
26, 269.6
27, 286.0
28, 282.4
29, 283.3
30, 295.5
31, 302.7
32, 310.9
33, 322.3
34, 324.7
35, 324.7
36, 346.6
37, 352.9
38, 362.7
39, 367.6
40, 372.8
41, 378.6
42, 390.6
43, 399.3
44, 411.9
45, 418.2
46, 425.7
47, 430.9
48, 442.4
49, 451.6
50, 451.2
51, 474.7
52, 479.0
53, 479.8
54, 497.9
55, 499.1
56, 508.1
57, 518.5
58, 523.1
59, 525.5
60, 534.3
61, 559.4
62, 549.9
63, 552.1
64, 564.1
65, 570.4
66, 581.1
67, 587.4
68, 592.7
69, 607.3
70, 608.9
71, 620.4
72, 627.0
73, 647.1
74, 656.2
75, 652.3
76, 662.4
77, 689.0
78, 686.5
79, 705.5
80, 707.4
81, 708.3
82, 713.6
83, 728.2
84, 734.8
85, 738.0
86, 751.3
87, 768.6
88, 765.3
89, 774.7
90, 789.8
91, 796.5
92, 802.9
93, 810.4
94, 813.7
95, 815.6
96, 836.2
97, 833.3
98, 853.5
99, 844.3
100, 844.4
