1, 21.2
2, 8.1
3, 8.5
4, 6.5
5, 5.9
6, 6.3
7, 6.1
8, 5.9
9, 8.8
10, 5.8
11, 6.1
12, 6.2
13, 6.6
14, 9.1
15, 6.4
16, 6.5
17, 6.0
18, 6.4
19, 6.6
20, 9.6
21, 7.0
22, 6.6
23, 6.7
24, 6.2
25, 7.1
26, 10.5
27, 7.0
28, 6.8
29, 6.9
30, 6.3
31, 9.3
32, 6.8
33, 6.9
34, 6.8
35, 7.0
36, 6.2
37, 11.0
38, 6.7
39, 6.8
40, 6.9
41, 6.8
42, 7.2
43, 9.6
44, 7.2
45, 7.4
46, 7.2
47, 6.4
48, 10.6
49, 5.3
50, 6.1
51, 5.4
52, 5.2
53, 4.6
54, 9.2
55, 5.5
56, 5.2
57, 6.3
58, 5.5
59, 9.5
60, 5.3
61, 5.2
62, 5.7
63, 5.4
64, 4.8
65, 9.7
66, 5.2
67, 6.0
68, 5.8
69, 5.0
70, 5.9
71, 9.4
72, 5.0
73, 6.6
74, 4.9
75, 5.5
76, 8.5
77, 5.6
78, 5.9
79, 5.4
80, 4.6
81, 6.1
82, 8.5
83, 6.4
84, 7.4
85, 6.3
86, 7.1
87, 6.4
88, 7.4
89, 6.3
90, 6.2
91, 7.2
92, 5.9
93, 10.7
94, 5.8
95, 7.1
96, 6.4
97, 6.1
98, 7.3
99, 9.6
100, 7.1
